X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-74.293504,40.536074,16474,"WOODBRIDGE, NJ",5281,Wal-Mart,Retail,1,360 US HIGHWAY 9 ROUTE N,WOODBRIDGE,MIDDLESEX,NJ,07095-1004,2,Open,,Y,Y,5281,No,,No,
-77.643554,43.239688,16475,GREECE (E) NY,5282,WM Supercenter,Retail,1,3800 DEWEY AVE,GREECE,MONROE,NY,14616-2529,2,Open,,Y,Y,5282,No,,No,
-81.329163,40.833989,16478,CANTON (NE) OH,5285,WM Supercenter,Retail,1,3200 ATLANTIC BLVD NE,CANTON,STARK,OH,44705-3933,2,Open,,Y,Y,5285,No,Available,No,Available
-97.547565,35.565033,16479,"THE VILLAGE, OK",5286,Neighborhood Market,Retail,1,9320 N PENNSYLVANIA PL,THE VILLAGE,OKLAHOMA,OK,73120-1519,2,Open,,Y,Y,5286,No,,Yes,Not Available
-95.512681,30.077386,16480,"SPRING, TX",5287,WM Supercenter,Retail,1,21150 KUYKENDAHL RD,SPRING,MONTGOMERY,TX,77379-3300,2,Open,,Y,Y,5287,No,Available,Yes,Available
-96.534025,32.649918,16481,"SEAGOVILLE, TX",5288,WM Supercenter,Retail,1,220 N HIGHWAY 175,SEAGOVILLE,DALLAS,TX,75159-1841,2,Open,,Y,Y,5288,No,,No,Available
-95.037628,29.402036,16483,TEXAS CITY TX,529,WM Supercenter,Retail,1,6410 INTERSTATE 45,LA MARQUE,GALVESTON,TX,77568-3085,5,Open,,Y,Y,529,No,Available,No,Available
-98.679617,29.417036,16484,SAN ANTONIO ELLISON & MARBACH TX,5290,Neighborhood Market,Retail,1,1515 S ELLISON DR,SAN ANTONIO,BEXAR,TX,78245-0000,2,Open,,Y,Y,5290,No,,No,
-81.169058,33.943928,16485,West Columbia Barnwell SC,5291,Neighborhood Market,Retail,1,1019 OLD BARNWELL RD,COLUMBIA,LEXINGTON,SC,29170-0000,2,Open,,Y,Y,5291,No,,No,Available
-78.560159,35.800912,16486,"RALEIGH (E), NC",5292,WM Supercenter,Retail,1,4431 NEW BERN AVE,RALEIGH,WAKE,NC,27610-1443,2,Open,,Y,Y,5292,No,Not Available,No,Not Available
-73.726722,40.660941,16487,VALLEY STREAM NY,5293,WM Supercenter,Retail,1,77 GREEN ACRES RD,VALLEY STREAM,NASSAU,NY,11581-1008,5,Open,,Y,Y,5293,Yes,Available,Yes,Available
-73.031472,41.238029,16488,MILFORD CT,5294,Wal-Mart,Retail,1,1365 BOSTON POST RD,MILFORD,NEW HAVEN,CT,06460-2755,2,Open,,Y,Y,5294,No,,No,
-73.420396,40.726881,16489,"FARMINGDALE (LI) HD, NY",5295,WM Supercenter,Retail,1,965 BROADHOLLOW RD,FARMINGDALE,SUFFOLK,NY,11735-3906,4,Open,,Y,Y,5295,No,,No,
-82.256498,38.421944,16490,"BARBOURSVILLE, WV",5296,WM Supercenter,Retail,1,25 NICHOLS DR,BARBOURSVILLE,CABELL,WV,25504-1813,2,Open,,Y,Y,5296,No,Not Available,No,Not Available
-85.64421,38.253669,16491,"SAINT MATTHEWS, KY",5297,Neighborhood Market,Retail,1,143 THIERMAN LN,SAINT MATTHEWS,JEFFERSON,KY,40207-5009,2,Open,,Y,Y,5297,No,Available,No,Available
-81.226489,35.260797,16492,GASTONIA NC,5298,WM Supercenter,Retail,1,223 N MYRTLE SCHOOL RD,GASTONIA,GASTON,NC,28052-1257,2,Open,,Y,Y,5298,No,Not Available,Yes,Available
-81.672532,28.355155,16493,ORLANDO FL,5299,WM Supercenter,Retail,1,550 US HIGHWAY 27,CLERMONT,LAKE,FL,34714-8908,2,Open,,Y,Y,5299,No,Available,No,Available
-92.668684,33.241937,16494,"EL DORADO, AR",530,WM Supercenter,Retail,1,2730 N WEST AVE,EL DORADO,UNION,AR,71730-3124,5,Open,,Y,Y,530,No,,Yes,Available
-82.354361,27.847304,16495,"GIBSONTON, FL",5300,WM Supercenter,Retail,1,9205 GIBSONTON DR,GIBSONTON,HILLSBOROUGH,FL,33534-4608,2,Open,,Y,Y,5300,No,Available,No,Available
-80.109045,26.693816,16496,WEST PALM BEACH FL,5301,WM Supercenter,Retail,1,4375 BELVEDERE RD,WEST PALM BEACH,PALM BEACH,FL,33406-1545,2,Open,,Y,Y,5301,No,Available,No,Available
-112.486112,34.565612,16498,"PRESCOTT (W), AZ",5303,WM Supercenter,Retail,1,1280 GAIL GARDNER WAY,PRESCOTT,YAVAPAI,AZ,86305-1641,2,Open,,Y,Y,5303,No,,No,Available
-111.772923,33.380389,16499,"MESA-BASELINE, AZ",5304,Neighborhood Market,Retail,1,1916 S LINDSAY RD,MESA,MARICOPA,AZ,85204-7108,2,Open,,Y,Y,5304,No,,No,Available
-117.083014,32.606887,16500,CHULA VISTA CA,5305,Wal-Mart,Retail,1,1150 BROADWAY,CHULA VISTA,IMPERIAL,CA,91911-2707,2,Open,,Y,Y,5305,No,,Yes,
-115.181652,36.260377,16501,"LAS VEGAS, NV",5306,Neighborhood Market,Retail,1,5545 SIMMONS ST,NORTH LAS VEGAS,CLARK,NV,89031-9005,2,Open,,Y,Y,5306,No,,No,Available
-94.893061,38.808912,16502,GARDNER KS,5307,WM Supercenter,Retail,1,1725 E SANTA FE ST,GARDNER,JOHNSON,KS,66030-1657,2,Open,,Y,Y,5307,Yes,Available,Yes,Available
-94.713426,38.994557,16503,"KANSAS CITY, KS",5308,Neighborhood Market,Retail,1,11010 W 74TH TER,SHAWNEE,JOHNSON,KS,66203-4422,2,Open,,Y,Y,5308,No,Available,Yes,Available
-82.223781,41.266577,16504,OBERLIN OH,5309,WM Supercenter,Retail,1,46440 US ROUTE 20,OBERLIN,LORAIN,OH,44074-9475,2,Open,,Y,Y,5309,No,Not Available,No,Not Available
-92.078525,30.187139,16505,LAFAYETTE LA (W),531,WM Supercenter,Retail,1,3142 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LAFAYETTE,LA,70506-7210,5,Open,,Y,Y,531,No,Available,Yes,Available
-90.957223,30.284709,16506,PRAIRIEVILLE LA,5310,Neighborhood Market,Retail,1,15047 AIRLINE HWY,PRAIRIEVILLE,ASCENSION,LA,70769-0000,2,Open,,Y,Y,5310,No,,No,Not Available
-96.735611,33.216769,16507,"MCKINNEY (NW), TX",5311,WM Supercenter,Retail,1,1721 N CUSTER RD,MCKINNEY,COLLIN,TX,75071-3274,2,Open,,Y,Y,5311,No,,No,Available
-97.292333,32.774768,16508,FT WORTH (121) TX,5312,WM Supercenter,Retail,1,3851 AIRPORT FWY,FORT WORTH,TARRANT,TX,76111-5906,2,Open,,Y,Y,5312,No,Available,No,Available
-90.786615,38.772398,16509,LAKE ST. LOUIS MO,5313,WM Supercenter,Retail,1,6100 RONALD REAGAN DR,LAKE SAINT LOUIS,ST. CHARLES,MO,63367-2660,2,Open,,Y,Y,5313,No,Available,No,Available
-97.527916,35.421422,16510,"OKLAHOMA CITY (44), OK",5314,Neighborhood Market,Retail,1,4420 S WESTERN AVE,OKLAHOMA CITY,OKLAHOMA,OK,73109-3414,2,Open,,Y,Y,5314,No,,No,Available
-81.41502,28.428101,16511,HW SPECIALTY PHARMACY,5315,WM On Campus/RX Facilities,Retail,1,9600 PARKSOUTH COURT SUITE 120,ORLANDO,SEMINOLE,FL,32837-0000,2,Open,,Y,Y,5315,No,,No,
-97.387021,32.882579,16512,SAGINAW TX,5316,WM Supercenter,Retail,1,1401 N SAGINAW BLVD,SAGINAW,TARRANT,TX,76179-5096,2,Open,,Y,Y,5316,No,Available,No,Available
-97.790517,30.165068,16513,AUSTIN (S) TX,5317,WM Supercenter,Retail,1,9300 S INTERSTATE 35 STE B,AUSTIN,TRAVIS,TX,78748-1741,2,Open,,Y,Y,5317,No,Available,No,Available
-81.222451,37.754257,16515,"MACARTHUR, WV",5319,WM Supercenter,Retail,1,1881 ROBERT C BYRD DR,MACARTHUR,RALEIGH,WV,25873-0000,2,Open,,Y,Y,5319,No,Available,No,Available
-90.908933,30.235342,16516,GONZALES LA,532,WM Supercenter,Retail,1,308 N AIRLINE HWY,GONZALES,ASCENSION,LA,70737-3009,5,Open,,Y,Y,532,Yes,Available,Yes,Available
-79.799693,36.002285,16517,GREENSBORO (SE) NC,5320,WM Supercenter,Retail,1,121 W ELMSLEY ST,GREENSBORO,GUILFORD,NC,27406-8276,2,Open,,Y,Y,5320,No,Not Available,No,Not Available
-81.906145,26.555041,16518,"FORT MYERS (COL-MAC), FL",5321,Neighborhood Market,Retail,1,9131 COLLEGE PKWY STE 101,FORT MYERS,LEE,FL,33919-4827,2,Open,,Y,Y,5321,No,,No,
-97.513146,35.333546,16520,Oklahoma City Santa Fe & 134Th OK,5323,Neighborhood Market,Retail,1,13503 S. SANTA FE AVENUE,OKLAHOMA CITY,CLEVELAND,OK,73170-0000,2,Open,,Y,Y,5323,No,,No,Available
-80.203056,26.237493,16522,MARGATE FL,5325,WM Supercenter,Retail,1,5555 W ATLANTIC BLVD,MARGATE,BROWARD,FL,33063-5296,2,Open,,Y,Y,5325,No,,No,
-82.276131,29.056581,16523,OCALA (SW) FL,5326,WM Supercenter,Retail,1,9570 SW HIGHWAY 200,OCALA,MARION,FL,34481-7720,2,Open,,Y,Y,5326,No,Available,No,Available
-91.077884,30.431024,16524,"BATON ROUGE (HAMMOND), LA",5327,Neighborhood Market,Retail,1,9830 OLD HAMMOND HWY,BATON ROUGE,EAST BATON ROUGE,LA,70816-8251,2,Open,,Y,Y,5327,No,,No,Available
-91.020621,30.409498,16525,BATON ROUGE(COURSEY) LA,5328,Neighborhood Market,Retail,1,14241 COURSEY BLVD,BATON ROUGE,EAST BATON ROUGE,LA,70817-1368,2,Open,,Y,Y,5328,No,,Yes,Available
-112.154936,33.869578,16526,"PHOENIX, AZ",5329,WM Supercenter,Retail,1,4435 W ANTHEM WAY,ANTHEM,MARICOPA,AZ,85086-0467,2,Open,,Y,Y,5329,No,,No,Available
-91.815457,29.986187,16527,NEW IBERIA LA,533,WM Supercenter,Retail,1,1205 E ADMIRAL DOYLE DR,NEW IBERIA,IBERIA,LA,70560-6308,5,Open,,Y,Y,533,No,Not Available,Yes,Available
-112.132538,33.526877,16528,"PHOENIX, AZ",5330,WM Supercenter,Retail,1,6145 N 35TH AVE,PHOENIX,MARICOPA,AZ,85017-1940,2,Open,,Y,Y,5330,No,Available,No,
-112.223189,33.420402,16529,PHOENIX TOLLESON AZ,5331,WM Supercenter,Retail,1,7575 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,AZ,85043-3450,2,Open,,Y,Y,5331,No,,No,Not Available
-111.814641,33.452481,16530,MESA AZ,5332,Neighborhood Market,Retail,1,730 E MCKELLIPS RD,MESA,MARICOPA,AZ,85203-2537,2,Open,,Y,Y,5332,No,,No,
-104.774366,39.761672,16532,AURORA (DIA) CO,5334,WM Supercenter,Retail,1,3301 TOWER RD,AURORA,ADAMS,CO,80011-3509,2,Open,,Y,Y,5334,No,Available,No,Available
-115.545833,32.962431,16533,BRAWLEY CA,5335,WM Supercenter,Retail,1,250 WILDCAT DR,BRAWLEY,IMPERIAL,CA,92227-9654,2,Open,,Y,Y,5335,No,Not Available,No,Available
-95.978308,36.003161,16534,Jenks Elm OK,5336,Neighborhood Market,Retail,1,11020 ELM STREET,JENKS,TULSA,OK,74037-0000,2,Open,,Y,Y,5336,No,,Yes,Available
-119.695785,36.839765,16535,CLOVIS (N) CA,5337,WM Supercenter,Retail,1,1185 HERNDON AVE,CLOVIS,FRESNO,CA,93611-0000,2,Open,,Y,Y,5337,No,Available,No,Available
-117.164952,32.829543,16536,"SAN DIEGO, CA EF",5338,Wal-Mart,Retail,1,4840 SHAWLINE ST,SAN DIEGO,SAN DIEGO,CA,92111-1400,2,Open,,Y,Y,5338,No,,No,Available
-79.888924,40.488337,16537,"PITTSBURGH, PA",5339,Wal-Mart,Retail,1,877 FREEPORT RD,PITTSBURGH,ALLEGHENY,PA,15238-2709,2,Open,,Y,Y,5339,No,,No,
-75.044627,39.938592,16539,CHERRY HILL NJ,5340,Wal-Mart,Retail,1,500 ROUTE 38,CHERRY HILL,CAMDEN,NJ,08002-2954,2,Open,,Y,Y,5340,No,,No,
-105.136207,39.925869,16540,BROOMFIELD FLLRONS CO,5341,WM Supercenter,Retail,1,500 SUMMIT BLVD,BROOMFIELD,BOULDER,CO,80021-8219,2,Open,,Y,Y,5341,No,Available,Yes,Available
-114.647261,32.681582,16541,YUMA (W) AZ,5342,WM Supercenter,Retail,1,2501 S AVENUE B,YUMA,YAVAPAI,AZ,85364-7734,2,Open,,Y,Y,5342,No,Available,No,Available
-77.508998,38.237098,16542,"FREDERICKSBURG, VA",5343,WM Supercenter,Retail,1,10001 SOUTHPOINT PKWY,FREDERICKSBURG,SPOTSYLVANIA,VA,22407-2700,2,Open,,Y,Y,5343,No,Available,No,Available
-76.580363,39.395207,16543,TOWSON MD,5344,Wal-Mart,Retail,1,1238 PUTTY HILL AVE STE 5,TOWSON,BALTIMORE,MD,21286-5878,2,Open,,Y,Y,5344,No,,Yes,
-76.656934,38.722477,16544,DUNKIRK MD,5345,Wal-Mart,Retail,1,10600 TOWNE CENTER BLVD,DUNKIRK,CALVERT,MD,20754-2737,2,Open,,Y,Y,5345,No,,No,
-79.273316,36.066879,16545,MEBANE NC,5346,WM Supercenter,Retail,1,1318 MEBANE OAKS RD,MEBANE,ALAMANCE,NC,27302-9681,2,Open,,Y,Y,5346,No,Available,No,Available
-81.816798,26.450965,16546,FORT MYERS FL,5347,WM Supercenter,Retail,1,19975 S. TAMIAMI TRAIL,ESTERO,LEE,FL,33928-2268,2,Open,,Y,Y,5347,No,Available,No,Available
-86.268184,32.370783,16547,"MONTGOMERY (C), AL",5348,WM Supercenter,Retail,1,851 ANN ST,MONTGOMERY,MONTGOMERY,AL,36107-2800,2,Open,,Y,Y,5348,No,Available,No,Available
-111.654204,33.363017,16548,"MESA, AZ",5349,Neighborhood Market,Retail,1,8335 E GUADALUPE RD,MESA,MARICOPA,AZ,85212-9630,2,Open,,Y,Y,5349,No,,No,Available
-99.781697,32.410829,16549,ABILENE TX (S),535,WM Supercenter,Retail,1,4350 SOUTHWEST DR,ABILENE,TAYLOR,TX,79606-8207,5,Open,,Y,Y,535,No,Available,Yes,Available
-111.863553,40.669882,16550,"SALT LAKE CITY, UT",5350,WM Supercenter,Retail,1,4627 S 900 E,SALT LAKE CITY,SALT LAKE,UT,84117-4879,2,Open,,Y,Y,5350,No,,Yes,
-88.345798,41.863758,16552,BATAVIA IL,5352,WM Supercenter,Retail,1,801 NORTH RANDALL ROAD,BATAVIA,KANE,IL,60510-1992,5,Open,,Y,Y,5352,No,Available,No,Available
-95.405982,30.064353,16553,Spring Aldine Westfield TX,5353,Neighborhood Market,Retail,1,24809 ALDINE WESTFIELD ROAD,SPRING,HARRIS,TX,77373-0000,2,Open,,Y,Y,5353,No,Available,No,Available
-83.583847,40.657293,16555,KENTON OH,5355,WM Supercenter,Retail,1,1241 E COLUMBUS ST,KENTON,HARDIN,OH,43326-1750,2,Open,,Y,Y,5355,No,,Yes,
-79.226641,40.442519,16556,BLAIRSVILLE PA,5356,WM Supercenter,Retail,1,300 RESORT PLAZA DR,BLAIRSVILLE,INDIANA,PA,15717-7934,2,Open,,Y,Y,5356,No,Available,No,Available
-77.497937,40.062321,16558,SHIPPENSBURG PA,5358,WM Supercenter,Retail,1,100 S CONESTOGA DR,SHIPPENSBURG,CUMBERLAND,PA,17257-9031,2,Open,,Y,Y,5358,Yes,Available,Yes,Available
-97.546293,32.904226,16559,AZLE TX,5359,WM Supercenter,Retail,1,721 BOYD RD,AZLE,PARKER,TX,76020-4811,2,Open,,Y,Y,5359,No,,Yes,Available
-99.698064,32.480892,16560,ABILENE TX (N),536,WM Supercenter,Retail,1,1650 STATE HIGHWAY 351,ABILENE,TAYLOR,TX,79601-4766,5,Open,,Y,Y,536,No,Available,Yes,Available
-79.698841,41.633346,16561,"TITUSVILLE, PA",5360,WM Supercenter,Retail,1,11415 HYDETOWN RD,TITUSVILLE,CRAWFORD,PA,16354-1333,2,Open,,Y,Y,5360,No,,No,
-96.114346,41.214792,16562,"OMAHA, NE",5361,WM Supercenter,Retail,1,12850 L ST,OMAHA,DOUGLAS,NE,68137-2078,2,Open,,Y,Y,5361,No,Not Available,Yes,Not Available
-84.325603,33.442598,16564,"HAMPTON, GA",5363,WM Supercenter,Retail,1,11465 TARA BLVD,LOVEJOY,CLAYTON,GA,30250-0000,2,Open,,Y,Y,5363,No,,Yes,Available
-97.049482,36.145608,16565,STILLWATER LAKEVIEW OK,5364,Neighborhood Market,Retail,1,2315 N. PERKINS ROAD,STILLWATER,PAYNE,OK,74075-0000,2,Open,,Y,Y,5364,No,,Yes,Available
-80.673921,28.171329,16566,"MELBOURNE, FL",5365,Neighborhood Market,Retail,1,3950 N WICKHAM RD,MELBOURNE,BREVARD,FL,32935-2311,2,Open,,Y,Y,5365,No,,No,Available
-80.623263,28.055305,16567,"MELBOURNE, FL",5366,Neighborhood Market,Retail,1,3550 S BABCOCK ST,MELBOURNE,BREVARD,FL,32901-8204,2,Open,,Y,Y,5366,No,,No,Available
-78.904449,33.673434,16568,MYRTLE BEACH 17TH AVE SC,5367,Neighborhood Market,Retail,1,1705 SOUTH KINGS HWY,MYRTLE BEACH,HORRY,SC,29577-0000,2,Open,,Y,Y,5367,No,,No,Available
-122.995675,44.914065,16569,"SALEM (C), OR",5368,WM Supercenter,Retail,1,1940 TURNER RD SE,SALEM,MARION,OR,97302-2003,2,Open,,Y,Y,5368,No,Available,No,Available
-112.395288,33.459558,16570,"GOODYEAR, AZ",5369,WM Supercenter,Retail,1,1100 N ESTRELLA PKWY,GOODYEAR,MARICOPA,AZ,85338-2808,2,Open,,Y,Y,5369,No,Available,No,Available
-102.332153,31.895644,16571,ODESSA TX,537,WM Supercenter,Retail,1,4210 JOHN BEN SHEPHE,ODESSA,ECTOR,TX,79762-8153,5,Open,,Y,Y,537,No,Available,No,Available
-105.098807,40.205153,16572,"LONGMONT (N), CO",5370,WM Supercenter,Retail,1,2514 MAIN ST,LONGMONT,BOULDER,CO,80504-9740,2,Open,,Y,Y,5370,No,,Yes,Available
-82.293423,34.722798,16573,SIMPSONVILLE SC,5371,Neighborhood Market,Retail,1,1401 WEST GEORGIA RD.,SIMPSONVILLE,GREENVILLE,SC,29680-0000,2,Open,,Y,Y,5371,No,,No,Available
-87.508809,37.958324,16574,"EVANSVILLE, IN",5372,Neighborhood Market,Retail,1,3430 TAYLOR AVE,EVANSVILLE,VANDERBURGH,IN,47714-0755,2,Open,,Y,Y,5372,No,Available,No,Available
-91.421907,44.883539,16575,"CHIPPEWA FALLS, WI",5373,WM Supercenter,Retail,1,2786 COMMERCIAL BLVD,CHIPPEWA FALLS,CHIPPEWA,WI,54729-5031,2,Open,,Y,Y,5373,No,Available,No,Available
-84.633418,39.767969,16576,EATON OH,5374,WM Supercenter,Retail,1,100A E WASHINGTON JACKSON RD,EATON,PREBLE,OH,45320-9729,2,Open,,Y,Y,5374,Yes,,Yes,
-83.504371,44.277721,16578,"TAWAS CITY, MI",5376,WM Supercenter,Retail,1,621 E LAKE ST,TAWAS CITY,IOSCO,MI,48763-9213,2,Open,,Y,Y,5376,No,,No,Available
-81.073909,33.977215,16580,WEST COLUMBIA CHARLESTON HWY,5378,Neighborhood Market,Retail,1,1355 KNOX ABBOTT DRIVE,CAYCE,LEXINGTON,SC,29033-0000,2,Open,,Y,Y,5378,No,Available,No,Available
-79.607615,40.004235,16581,"CONNELLSVILLE, PA",5379,WM Supercenter,Retail,1,1450 MORRELL AVE,CONNELLSVILLE,FAYETTE,PA,15425-3809,2,Open,,Y,Y,5379,No,,No,Available
-82.356612,29.708535,16582,GAINESVILLE FL,538,WM Supercenter,Retail,1,5700 NW 23RD ST,GAINESVILLE,ALACHUA,FL,32653-2016,5,Open,,Y,Y,538,No,Available,No,Available
-80.023516,40.338922,16584,"BETHEL PARK, PA",5381,Wal-Mart,Retail,1,5055 LIBRARY RD,BETHEL PARK,ALLEGHENY,PA,15102-2813,2,Open,,Y,Y,5381,Yes,Available,Yes,Available
-76.587172,39.127134,16585,"PASADENA, MD",5382,WM Supercenter,Retail,1,8107 GOVERNOR RITCHIE HIGHWAY,PASADENA,ANNE ARUNDEL,MD,21122-0000,2,Open,,Y,Y,5382,No,Available,Yes,Available
-80.369901,33.938563,16586,SUMTER BULTMAN DR SC,5383,Neighborhood Market,Retail,1,615 BULTMAN DRIVE,SUMTER,SUMTER,SC,29150-0000,2,Open,,Y,Y,5383,No,,No,Available
-75.208916,39.466692,16587,"BRIDGETON, NJ",5384,Wal-Mart,Retail,1,1130 HIGHWAY 77,BRIDGETON,CUMBERLAND,NJ,08302-5988,2,Open,,Y,Y,5384,No,Available,No,Available
-84.364403,41.305318,16588,"DEFIANCE, OH",5385,WM Supercenter,Retail,1,1804 N CLINTON ST,DEFIANCE,DEFIANCE,OH,43512-8556,2,Open,,Y,Y,5385,No,,No,Available
-86.216643,43.035609,16589,"GRAND HAVEN, MI",5386,WM Supercenter,Retail,1,14700 US HIGHWAY 31,GRAND HAVEN,OTTAWA,MI,49417-8390,2,Open,,Y,Y,5386,No,,No,
-81.085431,41.458739,16590,"MIDDLEFIELD, OH",5387,WM Supercenter,Retail,1,15050 S SPRINGDALE AVE,MIDDLEFIELD,GEAUGA,OH,44062-9211,2,Open,,Y,Y,5387,No,,No,Available
-95.089811,29.470187,16591,"LEAGUE CITY (HWY 646), TX",5388,WM Supercenter,Retail,1,1701 W FM 646 RD,LEAGUE CITY,BRAZORIA,TX,77573-4968,2,Open,,Y,Y,5388,No,Available,No,Available
-97.214281,31.493496,16592,WACO (WOODWAY) TX,5389,WM Supercenter,Retail,1,600 HEWITT DR,WACO,MCLENNAN,TX,76712-6654,2,Open,,Y,Y,5389,No,Not Available,No,Not Available
-92.451908,31.278617,16593,ALEXANDRIA LA,539,WM Supercenter,Retail,1,2050 N MALL DR,ALEXANDRIA,RAPIDES,LA,71301-3619,5,Open,,Y,Y,539,No,Not Available,No,Not Available
-84.521613,33.945768,16594,"MARIETTA (TRADE CTR), GA",5390,WM Supercenter,Retail,1,210 COBB PKWY S,MARIETTA,COBB,GA,30060-6509,2,Open,,Y,Y,5390,No,Available,Yes,Available
-81.745555,26.270837,16595,NAPLES (I-75) FL,5391,WM Supercenter,Retail,1,5420 JULIET BLVD,NAPLES,COLLIER,FL,34109-2628,2,Open,,Y,Y,5391,No,Available,No,Available
-82.364662,31.786216,16596,"BAXLEY, GA",5392,WM Supercenter,Retail,1,980 W PARKER ST,BAXLEY,APPLING,GA,31513-0653,2,Open,,Y,Y,5392,No,,No,
-79.770687,36.040177,16597,GREENSBORO ALAMANCE CHURCH,5393,Neighborhood Market,Retail,1,1050 ALAMANCE CHURCH RD,GREENSBORO,GUILFORD,NC,27406-3808,2,Open,,Y,Y,5393,No,Available,No,Available
-119.402385,36.543418,16598,DINUBA CA,5394,WM Supercenter,Retail,1,770 W EL MONTE WAY,DINUBA,FRESNO,CA,93618-3493,5,Open,,Y,Y,5394,No,Available,No,Available
-123.051339,44.627089,16600,ALBANY OR,5396,WM Supercenter,Retail,1,1330 GOLDFISH FARM RD SE,ALBANY,LINN,OR,97322-5154,2,Open,,Y,Y,5396,No,Available,Yes,Available
-91.617534,44.032909,16601,"WINONA, MN",5397,WM Supercenter,Retail,1,955 FRONTENAC DR,WINONA,WINONA,MN,55987-6504,2,Open,,Y,Y,5397,No,,Yes,Available
-89.113867,42.313061,16602,"ROCKFORD(W), IL",5398,WM Supercenter,Retail,1,3902 W RIVERSIDE BLVD,ROCKFORD,WINNEBAGO,IL,61101-9507,2,Open,,Y,Y,5398,No,Available,No,Available
-89.471721,41.827442,16603,DIXON IL,5399,WM Supercenter,Retail,1,1640 S GALENA AVE,DIXON,LEE,IL,61021-9611,2,Open,,Y,Y,5399,No,,No,Available
-94.146938,36.166213,16604,SPRINGDALE AR,54,WM Supercenter,Retail,1,2004 S PLEASANT ST,SPRINGDALE,WASHINGTON,AR,72764-6204,5,Open,,Y,Y,54,No,Available,Yes,Available
-91.267291,29.683539,16605,"MORGAN CITY, LA",540,WM Supercenter,Retail,1,973 HIGHWAY 90 E,MORGAN CITY,ST. MARY,LA,70380-5156,5,Open,,Y,Y,540,No,Available,Yes,Available
-87.742854,41.911731,16607,CHICAGO (W) IL,5402,WM Supercenter,Retail,0,4650 W NORTH AVE,CHICAGO,COOK,IL,60639-4611,8,Open,,Y,Y,5402,No,,Yes,
-88.159385,40.111637,16608,URBANA IL,5403,WM Supercenter,Retail,1,100 S HIGH CROSS RD,URBANA,CHAMPAIGN,IL,61802-7804,2,Open,,Y,Y,5403,No,Available,No,Available
-87.640191,41.569833,16609,HOMEWOOD IL,5404,WM Supercenter,Retail,1,17550 SOUTH HALSTED STREET,HOMEWOOD,COOK,IL,60430-2006,5,Open,,Y,Y,5404,No,,Yes,
-86.119182,39.711038,16613,"INDIANAPOLIS, IN",5408,Neighborhood Market,Retail,1,3805 S KEYSTONE AVE,INDIANAPOLIS,MARION,IN,46227-3540,2,Open,,Y,Y,5408,No,,No,Available
-84.334829,39.856303,16614,ENGLEWOOD OH,5409,WM Supercenter,Retail,1,7725 HOKE RD,ENGLEWOOD,MONTGOMERY,OH,45315-9725,2,Open,,Y,Y,5409,No,Available,No,Available
-90.078756,30.443253,16615,COVINGTON LA,541,WM Supercenter,Retail,1,880 N HIGHWAY 190,COVINGTON,ST. TAMMANY PARISH,LA,70433-5147,5,Open,,Y,Y,541,Yes,Available,Yes,Available
-81.422166,40.794098,16616,"CANTON(C), OH",5410,WM Supercenter,Retail,1,4004 TUSCARAWAS ST W,CANTON,STARK,OH,44708-5503,2,Open,,Y,Y,5410,No,Available,No,Available
-85.078525,42.942952,16617,IONIA MI,5411,WM Supercenter,Retail,1,152 W SPRAGUE RD,IONIA,IONIA,MI,48846-9416,2,Open,,Y,Y,5411,No,,No,
-74.179298,39.858682,16620,FORKED RIVER NJ,5414,WM Supercenter,Retail,1,580 US HIGHWAY 9,LANOKA HARBOR,OCEAN,NJ,08734-2210,2,Open,,Y,Y,5414,No,Available,Yes,Available
-97.095548,32.750943,16622,ARLINGTON (N) TX,5416,WM Supercenter,Retail,1,915 E RANDOL MILL RD,ARLINGTON,TARRANT,TX,76011-6017,2,Open,,Y,Y,5416,No,,No,Available
-85.779878,38.128945,16623,"LOUISVILLE, KY",5417,WM Supercenter,Retail,1,175 OUTER LOOP,LOUISVILLE,JEFFERSON,KY,40214-5544,2,Open,,Y,Y,5417,No,Not Available,Yes,Not Available
-85.667473,38.199176,16624,"LOUISVILLE (BASHFORD), KY",5418,WM Supercenter,Retail,1,2020 BASHFORD MANOR LN,LOUISVILLE,JEFFERSON,KY,40218-2114,2,Open,,Y,Y,5418,No,Not Available,Yes,Not Available
-89.968726,34.822373,16625,"HERNANDO, MS",5419,WM Supercenter,Retail,1,2600 MCINGVALE RD,HERNANDO,DESOTO,MS,38632-8658,2,Open,,Y,Y,5419,No,Available,No,Available
-90.752066,29.607858,16626,HOUMA LA,542,WM Supercenter,Retail,1,1633 MARTIN LUTHER KING JR BLVD,HOUMA,TERREBONNE,LA,70360-2897,5,Open,,Y,Y,542,No,Not Available,Yes,Not Available
